location,latitude,longitude,status
"איתמר, סמוך ל",,,failed
אלון הגליל,32.7571188,35.2199802,success
"אלון מורה, אלון מורה",32.231395,35.327171,success
"אלון, מעלות תרשיחא",33.007186,35.270921,success
אלוני הבשן,33.0440867,35.8391653,success
אלוני יצחק,32.5106111,35.003597,success
אלונים,32.7199093,35.1446939,success
אליעד,53.891636,25.3022894,success
אליעד רמת הגולן,32.9881865,35.6767105,success
אלפי מנשה,32.1730798,35.0158426,success
אלרואי טבעון,32.7096593,35.1047862,success
אמאוס ניקופוליס,31.8392951,34.9893645,success
אמירים,32.9374962,35.4499969,success
אמירים (Amirim),32.1536744,34.841931,success
אמירים מירון,32.1587927,34.8364399,success
אמציה,31.5324669,34.9143066,success
"אמציה, גבעות גד",,,failed
"אמציה, גבעות גד , חירבת בית לויה",,,failed
אנדרטה לחללי חיל ההנדסה,31.968456,34.945843,success
אנדרטת אגרוף ורומח,32.03416395,34.957740625017735,success
אנדרטת אסון השריפה בכרמל,,,failed
אנדרטת חטיבת 600 נתיבי האש,31.266715,34.820499,success
אנדרטת חטיבת אלכסנדרוני קרב לטרון,,,failed
אנדרטת חטיבת ברק,31.266715,34.820499,success
אנדרטת חטיבת הנגב,31.2666069,34.82052894336489,success
"אנדרטת חטיבת הנגב, באר שבע",31.2666069,34.82052894336489,success
אנדרטת יער הקדושים לזכר הניספים בשואה,,,failed
"אנדרטת לוחמי הלחי, משמר איילון",,,failed
"אנדרטת מגילת האש, IL, ישראל",31.7725163,35.0440521,success
"אסדר לסעודתא, עלי",,,failed
"אפולוניה, הרצליה",32.1950429,34.8065222,success
אפיק הנעמן הישן - קרקע מלחה מוצפת בחורף; בין כפר מסריק לעין המפרץ,,,failed
אצבוע ים-המלח,31.25465,35.206101,success
אצבע הגליל,31.5255647,34.6034433,success
אקו פארק גלילות,32.12912785,34.806451640742985,success
ארבל וקרני-חיטין,,,failed
"ארזי הלבנון, חדרה",32.4267565,34.883352,success
אריאל שרון,32.0793832,34.7989005,success
"ארמון הנציב, ירושלים",31.7496635,35.2337721,success
"ארסוף קדם, ארסוף",,,failed
"אשקלון - בבתות, מעזבות, אשפתות",,,failed
אשקלון - סמוך לקו חוף הים,,,failed
"אשקלון, שטח פתוח דרומית למלון הולידיי-אין",,,failed
אשתאול,31.7801952,35.0097885,success
אתר אירוס הנגב בין צאלים לגבולות,,,failed
"אתר ברית בין הבתרים, הר דוב",,,failed
אתר החרמון,33.31349335,35.778292660297744,success
"אתר פיקניק חניון הצוק, חיפה",,,failed
"אתר רכבת העמק כפר יהושע, כפר יהושע",,,failed
אתר תחנת הכוח חגית,,,failed
"בא""ח גולני",31.439479,34.864544,success
באזור בריכת יער חדרה,,,failed
באזור חירבת חנות,,,failed
באזור נחל לוץ ומצפור ערוד,,,failed
באזור תל שוכה בעמק האלה,,,failed
באח גולני כפר קרע,50.4143,5.59059,success
באחו נוב,32.832235,35.781774,success
באר מרווה,31.44532855,34.52220620815217,success
באר משאבים מול פארק גולדה,,,failed
באר שבע ליד הגן הזואולוגי; קירטון,,,failed
באר שבע פארק הנופלים,31.26045,34.721521,success
"באר שבע-צפון, באר שבע",31.2618954,34.8093958,success
בארי - בתרונות כורכר,,,failed
"בבהר קטע, ""גבעת הדקטילוריזות""",,,failed
בגבעה הצפונית בצידה המזרחי,,,failed
בגבעות סביב היישוב מיתר,,,failed
בגיבעה המרכזית בקציר,,,failed
בגלבוע בשביל השחור היורד ממלכישוע,,,failed
בגליל עליון קרן ברתות,,,failed
בדולינה בדרך למוצב ברכבל העליון בחרמון,,,failed
בדרך המשלטים בהרי ירושלים מעל שער הגיא,,,failed
בדרך העולה לאנדרטת הטייסים ליד רמת רזיאל,,,failed
בדרך ל ג'ובה הגדולה ביער אודם,,,failed
בדרך לאום -אל קנטיר,,,failed
בדרך לאורך הנעמן ובתעלת הנעמן צפונה לאפיק הישן (מצפון לאקליפטוס),,,failed
בדרך לאנדרטת מגילת האש,,,failed
"בדרך לבי""ח הדסה עין כרם",,,failed
בדרך לישוב רמות מנשה,,,failed
בדרך למבצר מונפורט,,,failed
בדרך לעמודי עמרם,,,failed
בדרך מביח הדסה לירושלים,,,failed
בדרך ממצפה אופיר לכוון עין גב,,,failed
בדרך מתל יודפת להר עצמון.,,,failed
בדרך נוף גבעת המורה וליד בית השיטה,,,failed
בואדיות בערד,,,failed
בועיינה-נוג'ידאת,32.8056259,35.3646736,success
בוקעתא,33.2007739,35.77986040670581,success
בור חמת,54.0916747,12.144425179885808,success
בורות לוץ והר רמון,,,failed
בורות לוץ לאורך סימון שבילים אדום,,,failed
בורות רמליה,30.795524,34.7557948,success
בורת לוץ,32.77372,35.530337,success
בחורשה מול מושב עלומים  על כביש 232,,,failed
בחורשה מול פארק נחשונים,,,failed
בחן,32.3510073,35.019131,success
בחצרות בתי הילדים בקבוץ שפיים,,,failed
"ביאנקיני, מגילות",31.7591644,35.5017793,success
בין בית צפאפה לישיבת איתרי,,,failed
בין גבולות לצאלים,,,failed
"בין גבעת חפורית לגבעת הל""ה",,,failed
בין הכניסה המזרחית לאבו גוש ועשצומת הכניסה לשורש,,,failed
"בין ירוחם לדימונה, שמורת אירוס ירוחם",,,failed
בין מערת היונים למערת המתבודד,,,failed
בין מצפה משואה ללוזית,,,failed
בין נחל סבך לרום כרמל,,,failed
בין צומת כביש עוקף יריחו לצומת לידו,,,failed
בין צור יצחק לצור נתן,,,failed
בין צור נתן לכוכב יאיר,,,failed
בין שמורת עין אפק לבריכת הנופרים,,,failed
בין תל חזיקה ותל שאף אל כביר,,,failed
ביער  אילנות  בצד  מזרחבין  קדימה  לצור  משה,,,failed
ביער ברעם כ200 מטר מהכניסה בשדה משמאל לשביל,,,failed
"ביער עופר, רכס הכרמל, שלוחה דרומית, לפני העלייה למצפה עופר",,,failed
ביערות ליד מערת הנטיפים,,,failed
ביצאה מרמלה לבית שמש כביש 44,,,failed
ביצה בצומת שבילים בשדות עיינות,,,failed
ביצות נוב בכניסה לחיספין,,,failed
ביצת  נחל דליה,32.57557235,34.917733421155134,success
ביצת זיתא,32.4360331,34.955379384229886,success
ביצת עיינות,30.212776,34.937487,success
בירידה בשביל ישראל מהמצבה לכיוון עין זבד לפני ההוטה בצד שמאל של הדרך,,,failed
בירידה לנחל רכש,,,failed
בירידה מנחל יגור לקיבוץ יגור,,,failed
בישוב קדומים בשומרון,,,failed
בית אורן מחצבת קדומים,,,failed
"בית אורן, צפונית לחוות הרוכבים",,,failed
בית אל,31.9420729,35.2224417,success
בית אליעזר דרום,32.16025195,34.8579153368412,success
"בית ג'אן, הר הלל",,,failed
בית ג'ן,33.3144869,35.8794078,success
בית גמליאל,31.858212299999998,34.76392461166489,success
בית הבד כסלון,32.101482,34.794242,success
בית היערן,32.738345249999995,35.38645666916952,success
בית היערן כרמל,32.7405,35.051906,success
בית העלמין,31.9090286,34.7942234,success
בית העלמין גני אסתר ראשון לציון,31.969268,34.816919,success
"בית העלמין האלטרנטיבי גבעת ברנר, גבעת ברנר",,,failed
בית העלמין של מעגן מיכאל,,,failed
בית הקברות החדש בנצרת עילית והר יונה,,,failed
בית חנניה,32.5282617,34.92503,success
בית לחם הגלילית,32.7345558,35.1890555,success
"בית עלמין חדש/שער ד', נוף הגליל, ישראל",,,failed
בית עלמין מעגן מיכאל,32.56631255,34.91876915,success
בית צפאפא  - צד הדרומי מערבי של ישיבת איתרי,,,failed
בית צפאפא - בסמוך לצד הדרומי מערבי של ישיבת איתרי,,,failed
"בית צפפא, ירושלים",31.7441489,35.2062517,success
בית שמש,31.746214,34.9886825,success
ביתן אהרוןף,32.09889,34.776038,success
בכביש 9088 בין צ. קצרין צפ' לקצרין בשולי הדרך,,,failed
"בכביש אשתעול צובה, בשביל הנכנס ליער הקדושים",,,failed
בכביש הגישה לישוב רמות מנשה,,,failed
בכביש היורד לסטף,,,failed
בכביש המערכת 8933 בגבול הצפון בירידה לנחל שרך,32.040629,35.051832,success
בכביש העולה לאנדרטת הטייסים ליד רמת רזיאל,,,failed
בכביש העולה לאנדרטת הטיסים ליד רמת רזיאל,,,failed
"בכביש למירון  מעט לפני בי""ס שדה",,,failed
בכביש לשביל הפיסגה במירון,,,failed
בכביש עליה לאתר החרמון בסיבוב איציק,,,failed
בכביש שבין גונן לעין תינה,,,failed
בכל הנגב הצפוני והאיזור שבין קריית-גת לאשקלון-בצידי הדרכים,,,failed
בכל רחיבי הארץ,,,failed
"בכניסה לדיר א-שיח, שמורת נחל שורק דרומי",,,failed
בכניסה לחוף ינאי,,,failed
בכניסה ליער יהדות תימן,,,failed
בכניסה לישוב מעלה גלבוע,,,failed
בכניסה לנחל כסלון ליד הכביש משער הגיא לבית שמש,,,failed
בכניסה לעמק הנעלם. מטרים ספורים מעל העמק עצמו,,,failed
בכניסה לקבוץ קליה,,,failed
בכניסה לקיבוץ פונים ימינה עוברים את הרפת ושוב ימינה עד לאנטנה הגבוהה,,,failed
בכניסה לשביל האדום מהמוחרקה לדרך נוף,,,failed
בכניסה לשמורה. ניתן לפנות הן ימינה והן שמאחה ולעלות על אחת הגבעות. נצפו גם כלניות וצפורני חתול,,,failed
"בכניסה לשמורת הבונים לפני המחסום, בצד ימין",,,failed
במהלך המסלול המעגלי סביב חורשת הארבעים,,,failed
במורדות הר קטע מ נמרוד .,,,failed
במסלול בין מערת שורק לנחל קטלב,,,failed
במסלול הירוק למפל רסיסים המתחיל ליד עין קיניה,,,failed
במסלול מהאנדרטה למערת הנטיפים,,,failed
"במעלה הר ערקן, (שביל 4163כחול במפת סימון שבילים כרמל)",,,failed
"במעלה נחל גדור לכיוון גבעת חפורית, וכן בינה לבין גבעת הל""ה",,,failed
במצוקים שמעל ומתחת המסלול האדום בין גשר נחל כלך לכיוון חוות הסוסים בצ.,,,failed
בן שמן,31.9522788,34.921944,success
בנחל צניר (חניתה) מעט לפני הירידה לאזור הסחלבים נראה פרט בודד בימין הד,,,failed
בני דרור,32.2618622,34.900238,success
בני דרור (Bnei Dror),32.2617947,34.9098809,success
בני ציון,32.2203585,34.8686714,success
"בניאס,  בירידה לגשר התלוי",,,failed
בנימינה,32.5202891,34.9435862,success
בסביבת בור חמת,30.593588,34.709815,success
בסביבת חורבת  רקית פיקניק שביל אדום,,,failed
בסוף שביל המצוק לכיון עמק הזיתים ליד אוניברסיטת חיפה,,,failed
בסינגל מרום גולן,33.13266,35.777321,success
בסמוך לחניון הקטן למסלול אל מערת קשת,,,failed
בסמוך לכביש 38 בין מחלך שער הגיא לבית שמש,,,failed
"בעלי התוספות 24, אלעד, ישראל",32.0477602,34.9584822,success
בעליה למירון ליד האנדרטה,,,failed
בעליה לשמורת הר מירון,,,failed
בעלייה להר עצמון מנחל יודפת,,,failed
בעלייה מחוץ לאפיק נחל אל על ברמת הגולן לכיוון אליעד.,,,failed
בערוצים בסביבת רחובות שבנגב,,,failed
בצד שמאל של כביש הכניסה לכפר יהושע,,,failed
בצומת,32.4507285,34.9096365,success
בצומת בעליה לפארק אדמית,,,failed
"בצור יגאל,צור נתן,וכוכב יאיר בשטח פתוח",,,failed
בצידי הכביש ממצודת נמרוד לנבי-חזורי,,,failed
בצידי השביל האדום (4164 במפת סימון שבילים כרמל) העולה מחניון האגם לחיר,,,failed
בצידי השביל האדום בירידה ליהודיה עליון,,,failed
"בצידי כביש 6, באיזור החיבור עם כביש 1, וגם בהמשך לאורך כביש 1",,,failed
בצת,33.0708449,35.136107,success
"בקוע, בקוע",31.832,34.92724,success
"בקעת אלון - על שביל ישראל, למרגלות הר שוקף",,,failed
בקעת הירדן,32.0624633,34.8695667,success
"בקעת הירדן ,נחל פיראן ונחל תלכיד",,,failed
בקעת הירדן אום זוקא,,,failed
בקעת הירדן נחל תלכיד,,,failed
בקעת הירדן שמורת אום זוקא,,,failed
בקעת הירדן-עין א שאק,,,failed
בקעת הירדן-שמורת אום זוקא,,,failed
בקעת ים המלח,31.6733709,35.3706765,success
בקעת שיזפון,30.0544439,35.0172219,success
בקרבת חדרה,32.43645,34.91956,success
"בקתות גלעד Gilad Cabins, בקתות גלעד, אודם",,,failed
בר גיורא,31.7298209,35.0726527,success
"בר גיורה- ח. עתאב, עין ספלה, נחל המערה",,,failed
"ברבהר, חניון נחל קטלב, בר גיורא",,,failed
ברוש הבקעה,32.3194536,35.5421207,success
בריכת געש,32.233597200000006,34.82699169703058,success
בריכת הג'מוסים - בלפוריה,,,failed
"בריכת המנחת, מנחת קריית שמונה/למזרח, קרית שמונה, ישראל",,,failed
בריכת הנופרים ומקורות הירקון,,,failed
בריכת זורקיה,31.777171,35.229006,success
"בריכת חורף מכללת לוינסקי, 2040, תל אביב יפו",32.135358,34.794669,success
"בריכת חורף מכללת לוינסקי, 2040, תל אביב-יפו",32.135358,34.794669,success
"בריכת חורף מכללת לוינסקי, שושנה פרסיץ, תל אביב יפו",,,failed
"בריכת חלב, ליד ג'יש",,,failed
בריכת יער,32.411240649999996,34.89894835003881,success
"בריכת יקינטון, כביש 2, נתניה",,,failed
"בריכת צירטה, שוהם",,,failed
"בריכת צרטה, שוהם",,,failed
בריכת שלולית  חורף דורה נתניה,,,failed
בריכת שלולית לוינסקי,32.135358,34.794669,success
ברכת בטיח ההיסטורית,,,failed
ברכת הנופרים ירקון,,,failed
ברכת צרטא,31.770401,35.235123,success
ברכת צרטא162,31.770401,35.235123,success
ברקאי,36.3954471,59.691053,success
בשביל אדום מדרום לאנדרטת כוח ביער קולה ובגבעות ממזרח,,,failed
בשביל אדום מדרום לאנדרטת כוח ביער קולה ובשיאי הגבעות ממזרח,,,failed
בשביל בין חורבת כרך למוחרקה,,,failed
בשביל היורד מחורשת הארבעים לכביש עוספיה,,,failed
בשביל היורד מקרן ברתות לנחל כזיב,,,failed
בשביל הירוק בנחל קטלב,,,failed
בשביל הירוק ליד קביש 40 קילומטר אחד דרומה מכניסה עליונה לעין עבדת,,,failed
בשביל הכחול העולה מעין אלון,,,failed
בשביל הכחול ממתחם הסוסים בכניסה לבית אורן לכיוון נחל כלח,,,failed
בשביל הכחול שבין מתחם הסוסים בכניסה לבית אורן - לכיוון נחל כלח,,,failed
"בשביל הכחול שבין מתחם הסוסים בכניסה לבית אורן, לבין נחל כלח",,,failed
בשביל המסומן הירוק לעין כפירה,,,failed
בשביל העבר בדרך למפל הג'ילבון בצידי הדרך,,,failed
בשביל השחור בירידה ממגרש החניה לנחל כזיב,,,failed
בשביל השחור מהילה לקרן ברתות קצת למעלה מצד ימין באזור של בן-סחלב צריפי,,,failed
בשביל השחור משווצריה הקטנה לנחל כלח ליד החפיר (תעלות),,,failed
בשביל ה״שקוף״ המוביל למצפור הצוק,,,failed
בשביל לחרבת קייאפה,,,failed
בשביל למרגלות האוניברסיטה,,,failed
בשביל מחניון דליות לכיוון גלגל רפאים,,,failed
בשביל מסביב למלכישוע בגלבוע,,,failed
בשביל מצפה הילה-קרן ברתות,,,failed
בשביל שבין אורוות הסוסים בכניסה לבית אורן לבין נחל כלח,,,failed
בשביל שבין נחל כלח לאורוות הסוסים בכניסה לבית אורן,,,failed
בשבל השחור היורד מהילה ל-כזיב,,,failed
בשולי הכבישים בצפון השומרון,,,failed
"בשולי כביש 4 צפון,מיד אחרי מחלף קיסריה",,,failed
בשולי כביש לגבעת וולפסון בכרמל,,,failed
בת שלמה,32.5994386,35.0029516,success
בתוך מבצר המונפור,,,failed
"בתוך פרדסיה, רחוב המייסדים",,,failed
בתות באשקלון,,,failed
בתרונות בארי ושמורת פורה,,,failed
ג'סר א זרקא,32.5375618,34.9132199,success
גבי ימין בירידה לגבים,,,failed
גבעה 138.5 צפון מזרחית לקיבוץ גברעם,,,failed
גבעה 138.5 צפונית מזרחית לקיבוץ גברעם,,,failed
גבעה 69 ניצנים,31.725396,34.65064,success
גבעה הצפונית,31.822656,35.231211,success
גבעה מדרום לעין הים,,,failed
גבעה צפון לדליה ועוד,,,failed
גבעה צפונית לקיבוץ דליה ועוד...,,,failed
גבעון החדשה,31.8481853,35.1576102,success
גבעות,31.6789629,35.1011544,success
גבעות אלונים,32.7776371,35.1304571,success
גבעות גורל ליד להבים,,,failed
גבעות דרומיות מודיעין מכבים רעות,,,failed
גבעות הכורכר,31.93079065,34.78203578840434,success
גבעות הכורכר בחוף קיסריה,,,failed
גבעות הכורכר בנס ציונה,,,failed
גבעות הכורכר בנס ציונה (Kurkar Hills in Ness Ziona),,,failed
גבעות הכורכר בנס ציונה (Kurkar hills in Ness Ziona),,,failed
גבעות הכורכר בנס ציונה - ליד האיצטדיון,,,failed
גבעות הכורכר נס ציונה,31.93079065,34.78203578840434,success
"גבעות הכורכר, נס ציונה",31.93079065,34.78203578840434,success
"גבעות הכורכר, נס ציונה, שביל שומר הגבעות",,,failed
גבעות חבצלת,31.678858,35.101289,success
"גבעות טבעון, מעל קרית חרושת",,,failed
גבעות כורכר גברעם,,,failed
גבעות מזרחיות לראש העין,,,failed
גבעות מיתר דרום מזרח ליישוב,,,failed
גבעות מיתר ליד מגדל תצפית קקל כמויות גדולות ליד אנדרטה לזכר מוטי סרפד,,,failed
"גבעות מיתר צפון הנגב,בין מיתר לחורה",,,failed
גבעות מרר,31.8416453,34.7855752,success
"גבעות נ""צ",32.7013642,35.1145291,success
גבעות סביב ק.דליה,,,failed
גבעת אולגה,32.4410083,34.88363,success
"גבעת אולגה, חדרה",32.4410083,34.88363,success
גבעת אלון התבור,32.144716,34.8365261,success
גבעת אלון התבור (Givat Allon HaTavor - Allon HaTavor Hill),,,failed
"גבעת אלון התבור, Bne Dror",,,failed
גבעת ברפיליה,31.9093907,34.9893649,success
"גבעת ברפיליה, חיים בר-לב, מודיעין מכבים רעות",,,failed
גבעת גד -מערבה לאמציה,,,failed
גבעת גד מערבה לאמציה,,,failed
גבעת גד מערבית לאמציה,,,failed
גבעת האירוסים,31.94362485,34.79755317109688,success
"גבעת האירוסים - בין נס ציונה לראשל""צ",,,failed
"גבעת האירוסים בגבעות הכורכר, בצומת ורדים בין ראשל''צ ונס ציונה",,,failed
גבעת האירוסים בנצרת עילית,,,failed
"גבעת האירוסים ראשל""צ נס ציונה",,,failed
"גבעת האירוסים, יעקב נחמיאס, ראשון לציון",,,failed
"גבעת האירוסים, נתניה",32.28536305,34.847771270072684,success
גבעת הברושים ליד מודיעין,,,failed
גבעת הברושים ליד מכבים + יער הקדושים בדך העולה לירושלים מאשתעול,,,failed
"גבעת הברושים ליש מכבים, וגם לאורך מקומות רבים בכבישי העליה לירושלים",,,failed
גבעת הג'מוסים-מול גבעת המורה ליד בלפוריה,,,failed
גבעת הדקטילוריזות בהר קטע,,,failed
"גבעת החלמוניות, ירוחם",,,failed
גבעת החמרה,32.166904,34.875428,success
גבעת החמרה ליד פלמחים,,,failed
גבעת הכורכר נס ציונה,31.926475,34.785581,success
גבעת הכלניות בדרום הוד השרון (ליד הר הזבל בקצה רח' דרך הים),,,failed
גבעת הכלניות בחן,32.166904,34.875428,success
גבעת הכלניות הוד השרון,32.436117,-97.836585,success
"גבעת המורה, עפולה",32.6176829,35.3489433,success
"גבעת הסלעים, ראש העין",,,failed
גבעת העיזים,32.772973,34.984492,success
"גבעת העיזים, חיפה",32.772973,34.984492,success
גבעת הפרחים,31.6519278,34.5775123,success
גבעת הפרחים מעגן מיכאל,,,failed
גבעת הצבעונים,32.5662609,34.91995860475615,success
"גבעת הצבעונים של מעגן מיכאל, כביש 2, מעגן מיכאל",,,failed
"גבעת הצבעונים, כביש 2, ישראל",32.5662609,34.91995860475615,success
"גבעת הרצליה ליד הים, שמורת הבונים-דור",,,failed
גבעת הרקפות (ליד קיבוץ גלעד),,,failed
גבעת הרקפות - טל שחר,,,failed
גבעת הרקפות בטל שחר,,,failed
גבעת הרקפות ליד מושב טל שחר,,,failed
גבעת הרקפות ליד קיבוץ גלעד,,,failed
גבעת הרקפות קיבוץ טל שחר,,,failed
גבעת הרקפות רמות מנשה,,,failed
גבעת הרקפות שבסמוך לקיבוץ גלעד,,,failed
"גבעת הרקפות, אבן יצחק",32.560220650000005,35.083585496381104,success
גבעת התורמוסים - תל שוכה,,,failed
גבעת התורמוסים - תל שוכה - עמק האלה,,,failed
גבעת התורמוסים - תל שוכה עמק האלה,,,failed
גבעת התורמוסים בעמק האלה,,,failed
"גבעת התורמוסים ליד נתיב הל""ה",,,failed
גבעת התורמוסים ליד קיבוץ הל״ה,,,failed
"גבעת התחתורה, מודיעין",,,failed
גבעת התיתורה,31.90264415,35.020600044244695,success
גבעת התיתורה - בין מודיעין למכבים-רעות,,,failed
"גבעת התיתורה, דרך יגאל אלון, מודיעין מכבים רעות",,,failed
"גבעת התנ""ך ירושלים",31.7682486,35.22552964593109,success
"גבעת התנ""ך ליד מתחם התחנה בירושלים",,,failed
"גבעת התנ""ך, דוד רמז, ירושלים",31.759595,35.215315,success
"גבעת התנ""ך, ירושלים",31.7682486,35.22552964593109,success
גבעת חומרה - בדרך לפלמחים,,,failed
גבעת חומרה בדרך לפלמחים,,,failed
גבעת חומרה ליד פלמחים,,,failed
גבעת חומרה שמורת אירוס הארגמן,,,failed
"גבעת חומרה, בכביש לפלמחים",,,failed
"גבעת חומרה, גן שורק",,,failed
"גבעת חומרה, פלמחים",,,failed
גבעת חמרה ליד פלמחים,,,failed
גבעת יואב,32.8002848,35.6838088,success
גבעת יערים,31.7859942,35.092569,success
גבעת יערים דרך נוף דרומית,31.785927,35.096176,success
גבעת יערים דרך נוף דרומית שביל כחול,31.785927,35.096176,success
גבעת יערים דרך נוף דרומיתף,31.785927,35.096176,success
גבעת יערים שביל כחול לעין כסלון,,,failed
גבעת יערים שביל כחול מערבה.,31.785927,35.096176,success
גבעת יערים שביל כחול.,31.785927,35.096176,success
"גבעת ישעיהו, ההרחבה",,,failed
גבעת כח ליד כביש 6 ובריכת צרטה,,,failed
גבעת לילי,31.8129025,35.1679115,success
גבעת מקורות ביצאה מקרית אתא לכוון צומת גילעם אחרי ביס לשוטרים,,,failed
"גבעת מתן גוטליב, נס ציונה",,,failed
"גבעת ניל""י",32.5472691,35.0423428,success
גבעת נפוליאון - תל גריסה,32.091680800000006,34.80790422766508,success
גבעת נפוליון,32.091680800000006,34.80790422766508,success
גבעת נפוליון גבול תל אביב רמת גן,,,failed
גבעת עדה גן שעשושים במושבה,,,failed
גבעת עדה- גן המייסדים,32.51551345,35.00290590863818,success
גבעת עדה-גן המייסדים,32.51551345,35.00290590863818,success
גבעת קוזלובסקי גבעתיים,32.0712146,34.816613,success
גבעת שמש,31.774962,34.9515702,success
גבעת תיתורה,32.166904,34.875428,success
גבעת תיתורה במודיעין,,,failed
גבעת תיתורה ליד מודיעין,,,failed
גבעת תיתורה ליד מודיעין וחרבת קנובה בין מודיעין למכבים,,,failed
גבעת תיתורה מודיעין,,,failed
גבעת תמרת,32.519704,35.004031,success
גווילי האש,31.774827,35.234173,success
גולן,32.1452402,34.8320889,success
גוש הר מירון  אזור הר שפנים -חרבת שפנים  (ג'בל שופניין ),,,failed
גיבעת הרקפות עי מושב טל -שחר,,,failed
"גינת מבצע דני/ה' באייר, ראש העין, ישראל",32.099021,34.975084,success
גל לאומי בית גוברין. תל מרשה,,,failed
גלבון ברכת הקצינים,,,failed
"גלבוע , גבעת האירוסים",,,failed
גלבוע סמוך לגבעת האירוסים,,,failed
"גלבוע, כוכב יאיר צור יגאל",32.2282381,35.0049224,success
"גלבוע, עפולה",32.6022979,35.2902143,success
גליל מרכזי - בעלייה להר עצמון,,,failed
גליל מרכזי - בעלייה להר עצמון.,,,failed
גליל עליון וגליל מערבי,,,failed
גליל עליון קרן ברתות שבילכחול,,,failed
גליל עליון-הר מירון,32.9835633,35.38390524459416,success
גליל עליון-עין טמיר,,,failed
גליל עליון-עין תמיר,,,failed
גליל עמקים וגלבוע-גבעת המורה,,,failed
גליל תחתון,32.750205449999996,35.45262541274484,success
גליל תחתון העמקים וגלבוע,,,failed
גליל תחתון הר טורעו,,,failed
גליל תחתון הר טורען,32.7959235,35.3745399,success
גליל תחתון הר יונה,,,failed
גליל תחתון ועמקים,32.770521,35.410207,success
גליל תחתון ןעמקים,32.770521,35.410207,success
גליל תחתון עמקים וגלבוע,,,failed
גליל תחתון עמקים וגלבוע-גבעת המורה,,,failed
גליל תחתון עמקים וגלבוע-נחל תבור,,,failed
גליל תחתון-הר טורען,32.7959235,35.3745399,success
גליל תחתון-חורבת עמודים,,,failed
גלילות,32.140585,34.79560387935523,success
"גמלא, השביל לעיר עתיקה.",,,failed
גמלא. בדרך למפל,,,failed
גן,8.0300284,-1.0800271,success
גן הבנים רמת גן,32.0500419,34.815757190410956,success
"גן הורדים, ראשון לציון",31.94847645,34.7999205567062,success
"גן החיות התנ""כי ירושלים, דרך אהרן שולוב, ירושלים",,,failed
גן המייסדים גבעת עדה,32.51551345,35.00290590863818,success
"גן המייסדים, גבעת עדה, בנימינה גבעת עדה",32.51551345,35.00290590863818,success
גן העצמאות בתל אביב צפונית למלון הילטון,,,failed
"גן הפסלים בילי רוז, דרך רופין, ירושלים",,,failed
גן התומר - עין המפרץ,,,failed
"גן לאומי אפולוניה, הרצליה",32.193280200000004,34.806387604704966,success
גן לאומי בית גוברין-מרשה,,,failed
גן לאומי גבעת מרר,,,failed
גן לאומי גמלא,32.185208,34.854976,success
"גן לאומי הר הכרמל, חיפה",32.70502655,35.0004943009274,success
גן לאומי הרודיון,31.66618245,35.24215533651562,success
"גן לאומי חוף השרון, הרצליה",,,failed
"גן לאומי ירקון - אפק, בתאטרון הרומי",,,failed
גן לאומי כורזים,32.507023,34.89426,success
"גן לאומי כורזים, כורזים",,,failed
"גן לאומי מגדל צדק, ראש העין",32.076293199999995,34.958596348311815,success
"גן לאומי ממשית, דימונה",31.024018400000003,35.06484146108714,success
"גן לאומי עבדת, כביש ב""ש-מצפה רמון",,,failed
"גן לאומי עין חמד, ירושלים",31.797361449999997,35.126016440337736,success
"גן לאומי קיסריה, מחוץ לחומות",,,failed
"גן לאומי תל אפק, תל אפק",,,failed
"גן סאקר , מתחת התחנה לחקר ציפורים",,,failed
"גן ציבורי - כפר גבירול, אטד, רחובות",,,failed
גן-לאומי חוף שרון,32.242212,34.824249,success
גשמורת טבע גדור,,,failed
גשרון אוהד,31.23597,34.42937,success
גשרון אוהד (Gishron Ohad - probably a specific spot within the Sharon),,,failed
"גת ביזנטית, כביש אורה, ירושלים",,,failed
"ג׳סר אזרקא, גבעת האדירים,חורבת מלח",,,failed
דאלית אל-כרמל,32.6922393,35.0482785,success
"דב גרונר 29, תל אביב-יפו, ישראל",32.126678,34.807351,success
"דובדבן 4, צורית, ישראל",32.8008614,35.503039,success
דולינת סלעם בחרמון,,,failed
דורה,31.5065977,35.0263669,success
"דיר אל מוחרקה מנזר הכרמליתים, דאלית אל-כרמל",,,failed
דליה,32.6922393,35.0482785,success
דלית אל-כרמל,32.6922393,35.0482785,success
דפנה,33.2303715,35.6392634,success
דרום הר חברון,31.6119101,34.778412,success
דרום הר חברון - יער יתיר,,,failed
דרום מזרח הר הכרמל,,,failed
דרום מערב קיבוץ דליה,,,failed
דרום רמת הגולן - ליד צומת כורסי,,,failed
דרומית לחוף טנטורה,,,failed
"דרך 1, ירושלים",31.7938021,35.2296619,success
"דרך אלי הורוביץ, כפר סבא",50.4143,5.59059,success
דרך בורמה - יער אשתאול,,,failed
דרך בורמה יער אשתאול,,,failed
"דרך גבעות הכורכר 21/03, נס ציונה",38.479011,-99.916175,success
"דרך גבעות הכורכר, נס ציונה",31.931319,34.785664,success
דרך גלעד מיצהר לקדומים,,,failed
דרך האבות בין אלון שבות לנווה דניאל,,,failed
דרך הבשור ליד סוללת הרכבת,,,failed
דרך הבשור צפונית לתל שרוחן,,,failed
"דרך החורש, שוהם",32.0038689,34.9602113,success
