location,lat,lon
"שמורת פורה, על שביל ישראל",,
כביש 222 רביבים-צאלים,,
גמלא,32.8892522,35.6853352
נחל אורן אשר בכרמל,31.7364555,34.6376192
נחל דליות (מגרסה),32.8985526,35.7287957
שמורת טבע עין אפק,32.8456606,35.11246227
מקורות הירקון (כפר הבפטיסטים),32.11395725,34.91579432
סיבוב סחלבים במירון,,
שמורת הבונים-דור,32.6346414,34.91286156
"שמורת נחל כלח, אזור מודיעין",,
כביש גהה ליד הגשר המוביל לקרית אונו,,
"כביש גהה באזור הגשר המוביל לבי""ח שיבא והלאה עד לגשר המוביל לקרית אונו",,
אזור מודיעין,31.9895182,34.9418978
"גבעת התחתורה, מודיעין",31.90264415,35.02060004
"השביל האדום של נחל כלח, כרמל",,
"אזור מודיעין, כביש 443",31.924155,35.003119
"חולות אשדוד, חולות הרצליה",31.76034945,34.6331495
"חולות הרצליה, שמורת הבונים-דור",,
חולות אשדוד,31.76034945,34.6331495
הכביש הישן המוביל מחדרה לזכרון. באזור זכרון יעקב,,
"גבעת הרצליה ליד הים, שמורת הבונים-דור",,
חומות משכנות שאננים בירושלים,,
עמק הארזים בסמוך לעינות תלם ושביל ירושלים,,
"יער אודם , רמת הגולן",33.2282608,35.7287693
"הר חרמון , רכבל תחתון",,
לצידי הכביש בין תחנת רכבת מלחה לחניון אגד במקום,,
"שמשית, חורשת אורנים וברושים לכיוון עילוט",,
לצידי כביש מס' 35,32.7731361,34.9633564
עין מירב אשר ליד נחל געתון,31.7001443,34.5847467
בצידי כביש 80,31.285341,35.130043
לאורך צידי כביש מס' 80+29,,
ואדיות בערד,,
ואדיות בעיר ערד,30.7636234,35.2794879
יער בלפור ליד מגדל העמק,,
יער בלפור,32.6702369,35.26094186
שולי הכביש בקרבת מושב חד-נס,,
רכס בשנית (חזיקה),33.04601225,35.84771569
פארק תמנע,29.78784415,34.98896758
שביל ממוחרקה לחירבת כרך,,
הכפר הנטוש ליפתא. בכניסה המערבית לירושלים,,
 לאורך המסלול כחול נחל ספונים,,
לאורך המסלול הכחול נחל ספונים,,
"ליד מיני ישראל, לאורך כביש 1 וכביש 38",,
לאורך כביש 38,32.4711161,34.8988419
יער ניר משה,31.4772702,34.6299737
סטף וכל הסביבה,,
שמורת בית עובד,31.921288,34.7737889
נס ציונה - דרך גבעות הכורכר פינת רח'' המאה ואחד,31.9376703,34.7924076
שמורת דליות,,
"תל שוכה, גבעת התורמוסים",32.1410227,34.829766
עין תלם,31.804771,35.172113
גבעת חומרה - בדרך לפלמחים,,
"שמורת נוב, רמת הגולן",32.832269,35.7831891
שמורת חלמוניות רכס בוקר- מפנה צפוני,30.9115519,34.75681754
"הר מירון - חורבת ב""ק ורכס עפאים",,
יער להב  יש שילוט.,31.3667888,34.83852247
להבים- חניון החלמוניות,,
ירוחם,30.9869949,34.93967723
שביל הפיסגה - מירון,32.7726111,34.9869943
תל אביב,32.0852997,34.7818064
הר חוזק - רכס בשנית,,
עין זיוון,33.0962822,35.7961971
שמורת געש,32.22907865,34.83116072
"נחל גלד, נקרות, צבירה...",31.224049,34.779436
"נחל נקרות, נחל גלד, נחל מעוק",30.5834054,35.0001569
מאגורת רחמים,,
גן העצמאות בתל אביב צפונית למלון הילטון,,
שמורת החולה,33.07843255,35.59917453
שמורת חוף השרון (כניסה מצומת ספרים בגעש),,
"בשולי כביש 4 צפון,מיד אחרי מחלף קיסריה",,
מכון וולקני,32.7075059,35.17967395
"רכס שועפת,בין רמת שלמה לשועפת",31.8186082,35.2284122
כביש הכניסה לגבעת ברנר מצפון.,,
שמורת נחל דן,33.2381205,35.641911
חוף הים של נהריה,33.0700168,35.1412187
הרי ירושלים בסמוך לבת עין,,
עין א - תינה,32.50934,35.15969
נחל ממשית,31.0102232,35.0682164
החלק הצפוני מזרחי של לע הר הגעש בקרני חיטין,,
מצפון מזרח לבית הכנסת העתיק בחרבת עמודים,,
תל שביב.,32.0420053,34.7511397
נחל חצץ-גבי הנרקיסים,31.7400799,34.7434291
בית,32.4967519,35.4973022
נחל הבשור,31.1631134,34.6146652
ביתרונות בארי,,
נחאביר,31.4296433,34.4685752
דימונה,31.07085855,35.04124552
מעלה עמוס. הדרך היורדת מכיוון רמת כוכב לנחל תבור על הסימון הירוק.,,
ממצפה אופיר ולאורך המצוק דרומה על השביל המוליך לקרן עין גב.,,
" סמ""ש ירוק מחרבת עלי א-דין למצודת הבמה",,
הר חרת - שביל הפסגה,32.6450187,35.0721031
מצודת הבמה,32.703806,35.096083
שביל היערנים כניסה מאשתאול,,
שמורת נחל כיסלון,31.7527064,35.06161062
בכל הנגב הצפוני והאיזור שבין קריית-גת לאשקלון-בצידי הדרכים,,
הר הכרמל,32.67955965,34.98508825
כתף הכרמל,,
ראש העין,32.0952929,34.9533225
נחל רבה (יער כח),32.7931481,35.0230262
גבעות מזרחיות לראש העין,32.1431502,34.8378272
מצפה מודיעין (איזור יער בן שמן),31.898238,34.9827982
נחל אשלים עליון,31.074693,35.2253475
בין צור נתן לכוכב יאיר,,
"בצור יגאל,צור נתן,וכוכב יאיר בשטח פתוח",,
ליד בית הקברות-מבוא חמה,,
נחל צפית,30.9739091,35.2839981
מצד תמר,31.0278529,35.24170468
שכונת אל מעאג'ין     שכם,,
"מערבית למערת בני ברית, במפגש אדום 9329 עם ירוק 9364",,
נחל תאנים,32.3165996,34.9752408
יער קרן כרמל,32.698807,35.06289153
יער אלוני אבא,32.7310157,35.1713637
דרך מעגלית בהר תבור מובילה לשביל החלמוניות,,
בשביל אדום מדרום לאנדרטת כוח ביער קולה ובשיאי הגבעות ממזרח,,
בשביל אדום מדרום לאנדרטת כוח ביער קולה ובגבעות ממזרח,,
"הר  התבור, דרך  קקל  טבעתית  בתבור.",,
שביל החלמוניות הר תבור,,
"מצפה השלום, כפר חרוב",,
נחל קידרון / מנזר מר סבא,,
הר השאבי,32.8388891,35.291667
הר השאבי  - בדרך לחוות חלב עם הרוח,,
רכס התותחים פארק קנדה,,
דרום מערב קיבוץ דליה,,
ישובי גב  ההר,32.7431821,35.0360973
גבעת כח ליד כביש 6 ובריכת צרטה,,
הר זיכרונה.מזרחית לזכרון יעקב. בחלק הצפוני.ראש ההר.,,
"הר זיכרונה.מזרחית לזכרון יעקב.בראש ההר בחלק הצפוני.עליה מחניון תשבי,עי",,
עמק מן בחרמון,,
"חולון, גינת השומרון",32.01599895,34.78595636
"נחל סבך,שביל  מערות ישח",33.021515,35.269617
שביל  מערות ישח,32.9233736,35.2168015
שביל מערות ישח,32.9233736,35.2168015
בין נחל סבך לרום כרמל,,
רמת הנדיב- מסלול הנשרים,,
נחל חרמון תחתון,33.2259212,35.6546462
מצפור שמיר - ליד מעלה גלבוע,,
הר הטייסים,32.1658286,34.8544545
שמורת להב,31.39514495,34.86018076
בין מערת היונים למערת המתבודד,,
הר הטייסים ורכס כסלון,,
יער אמציה,31.50706125,34.88529401
על יד הכפר הטיפולי מלכישוע,,
צפונית לבית הקברות החדש בנצרת עילית,,
פארק כפר סבא,32.17770745,34.92467105
באר-שבע,31.2457442,34.7925181
כביש 672,32.0502869,34.7881939
חיבור נחל חיק ונחל אורן,,
חניון אליקים,31.95037365,34.89909025
"גלבוע, הר ברקן",32.5101497,35.4082838
תל שוכה - עמק האלה,32.0504509,34.8425007
חרבת בורגין,,
הר אודם,33.1987522,35.7543469
עמיקם,32.5638651,35.020477
נחל אוג תחתון,32.7138895,34.9814622
גבעות מיתר ליד מגדל תצפית קקל כמויות גדולות ליד אנדרטה לזכר מוטי סרפד,,
בכניסה לקיבוץ פונים ימינה עוברים את הרפת ושוב ימינה עד לאנטנה הגבוהה,,
נחל בצת,33.0656212,35.1300318
יער הקדושים  - דרך כחולה,,
כרם בן זמרה,33.0388862,35.468049
כביש 395 (צומת אשתאול-סטף),,
נחל עמוד/מירון,32.9361657,35.4762685
טעות בשם ובמשפחה!!!,,
נחל באר,31.2332689,34.7997615
יער הקדושים - כניסה מערבית,,
נחל הוד,31.6890329,34.6431713
מערות לוזית,31.6755562,34.8865623
גבעות מע'אר ליד גדרה,32.9663441,35.5018643
נחל זוויתן,32.3112667,34.9291889
מצפה הלה,31.6837931,34.5788125
עמק צורים,31.78788535,35.2427547
ליד יער יתיר,31.30701715,35.00383048
להבים מזרח,,
ליד להבים,31.3687019,34.8059222
רוג'ום אל הירי,32.9086513,35.801037
מצוקי האון ליד מבוא חמה,,
גבעת החאן,31.7685008,35.2246829
מעל נחל בצת.,33.0656212,35.1300318
מושב לימן,,
פארק אדמית,32.0589698,34.80608073
פארק אדמית.,32.0589698,34.80608073
רמת מנשה,32.5666501,35.176777
"נחל יצפור, רכס הגלבוע.",,
גבי ימין,31.7755969,35.2151673
גבעת עדה גן שעשושים במושבה,,
הר תבור - שביל הפסגה,,
מצוקי מבוא חמה,32.7386339,35.6564586
שלוחה מצפון לנחל רון (צפון לקיבוץ דליה ) צמוד לשני עצי חרוב  על השלו,,
אחו נוב,31.99668725,34.7469344
עמק לבן,32.0774422,34.8202499
נחל תאנים קדומים,32.3165996,34.9752408
יקנעם עמק השלום,32.6810411,35.125769
עמק האלה חרבת נטיף,32.4013662,34.9103096
לכיש ליד מושב אמציה,,
עמק האלה- חורבת נטיף,,
עמק האלה-חורבת נטיף,,
המצוק מעל הים בשמורת האירוסים,,
אור הנר - שביל נחל השקמה,,
בדרך נוף גבעת המורה וליד בית השיטה,,
עמק המצלבה ירושלים,31.7753065,35.2088872
שמורת יקום/ האגם,32.289522,34.849695
שמורת יקום האגם,32.289522,34.849695
שמורת חוף השרון ליד שפיים,,
יער ראש העין ושביל הפריחה,,
"נחל אשלון, ליד המזבלה של דימונה",,
"החל דימונה, ליד שכונת נווה חורש בדימונה",31.0774587,35.0403092
יד מרדכי,31.5886771,34.5589997
אתר תחנת הכוח חגית,32.4706729,34.89097641
בחורשה מול פארק נחשונים,32.06357555,34.94771884
"דרך נחל שיקמה, דרומית לשער המזרחי של קיבוץ אור הנר.",,
למרגלות תל נגילה,31.502512,34.7572739
שמורת נחל עיון,33.2689616,35.580905
שמורת נחל עיון והבניאס,33.2689616,35.580905
חרבת מדרס מול צפרירים,31.6559382,34.9374688
שמורת הר חורשן,32.5852447,35.00362808
"כתף שזיף, החרמון",,
"אתר ברית בין הבתרים, הר דוב",31.7841447,35.220542
עין אלון,32.7268476,35.0229471
כביש לגבעת וולפסון מצד ימין,,
ליד נעורה,31.9690407,34.8073129
שמורת אירוס הארגמן בית חנן,,
כפר יהושע בכביש הכביש הכניסה צד שמאל,,
 שמורת  הטבע  רמת  הנדיב-זכרון  יעקב,32.5544052,34.946476
הירדן ההררית,32.9782806,35.6245212
הג'ובה הגדולה ביער אודם,,
הג'ובה הגדולה,33.206722,35.733647
במהלך המסלול המעגלי סביב חורשת הארבעים,,
יער בארי,31.4042636,34.47027333
הג'ובה הגדולה יער אודם,33.2282608,35.7287693
בדרך ל ג'ובה הגדולה ביער אודם,,
שמורת לימן,33.0686857,35.11491993
בסמוך לחניון הקטן למסלול אל מערת קשת,,
הר מירון -,32.9977837,35.4137268
מירון - שביל הפסגה,32.7726111,34.9869943
"נחל עמוד , סימון שבילים - שביל ירוק",31.8238764,35.2438675
שמורת החוף ראש הנקרה,33.06395065,35.02316808
  שמורת  הטבע   רמת  הנדיב  ע''י  זכרון  יעקב,32.5576014,34.9561913
שמורת  הטבע  רמת  הנדיב  ע''י  זכרון  יעקב,32.5576014,34.9561913
   שמורת  הטבע   רמת  הנדיב  ע''י  זכרון  יעקב,32.5576014,34.9561913
שמורת חוף ראש הנקרה,33.0674181,35.10558248
ליד קיבוץ רוחמה,31.497778,34.706037
קברי השומרונים מתחם רמת אביב ג'-גלילות,32.0120519,34.7815927
הר נפוליון,,
בית חנן,31.9337581,34.7740084
כביש 232,32.6920098,35.2525897
כביש 232 - אזור הישוב עלומים,,
יער קדושים,32.9058811,35.46850587
שביל שחור מפסגת הר מירון לביהס שדה מירון,,
הר מירון / שביל הפסגה/ ביהס שדה מירון,,
שביל שחור בדרך לביהס שדה מירון,,
הר מירון וסביבתו,32.9977837,35.4137268
הר מירון / שביל הפסגה / שביל שחור,,
הר שוכה (מערבית לעמק האלה),,
תל שוכה (מערבית לעמק האלה),,
מצפה חגי - צומת חלוקים,,
שביל כחול העולה מנחל מערות לכרמל,,
נחל השומר ליד כפר גלעדי,,
"גבעת התורמוסים ליד נתיב הל""ה",,
פארק 3000 יער גילה,,
עומר,31.2678251,34.85127979
שמורת נחל מערות - כרמל,,
שמורת נחל מערות - הכרמל,32.67120145,34.96521596
שמורת נחל מערות- הכרמל,32.67120145,34.96521596
שמורת נחל המערות - כרמל,,
שמורת קדימה - השרון,32.2764459,34.9125436
הר גלבוע  מורדות מזרחיים,33.2259488,35.5705246
בשביל מסביב למלכישוע בגלבוע,,
שמורת חרוצים בני ציון,32.22110185,34.8572786
נחל צלמון,32.9365276,35.4281997
 גמלא. בדרך למפל,,
גליל עליון,33.12503835,35.61242532
עין סג'מא - גוש עציון,,
גלבוע - הר ברקן,32.5101497,35.4082838
ביערות ליד מערת הנטיפים,,
"שמורת בני ציון, חרוצים",32.22110185,34.8572786
שמורת נחל עורבים,33.1424535,35.6697661
גלבון ברכת הקצינים,33.24577995,35.68923878
נוב רמהג,32.119992,34.8416994
שכונת הר יונה נצרת,32.716093,35.352028
חברת מדרס,,
מסלול נחל אל-על,32.8262779,35.7520258
הגלבוע - הר ברקן,32.5100616,35.4087714
לאורך כביש 5 מברקן לצומת קסם,,
חרמון רכבל עליון מעל עיקול בננה,,
במצוקים שמעל ומתחת המסלול האדום בין גשר נחל כלך לכיוון חוות הסוסים בצ.,,
ליד חורשת הארבעים,31.8921472,34.8012142
שמורת מתת,,
בכביש לשביל הפיסגה במירון,,
"שביל הגולן, ליד עין זיוון",33.0943823,35.7982855
מצפה פאר (הר נזר),32.0902271,34.9632829
בירידה בשביל ישראל מהמצבה לכיוון עין זבד לפני ההוטה בצד שמאל של הדרך,,
מירון בכביש העולה לשביל הפיסגה,,
נחל כזיב ליד עין טמיר,,
ירידה לנחל יגור,32.0988466,34.7765821
נחל לוץ,30.4928366,34.6316183
כרמל - מסלול טיול רכס אצבע,,
"בין ירוחם לדימונה, שמורת אירוס ירוחם",31.02103115,34.974141
גבעת הדקטלוריזות,,
שמורת טבע אירוס הדור אילת השחר,33.0118477,35.56442207
ואדי עין זרקא (מתחת לבית אריה),,
נחל סלעית,30.7227642,35.1820952
בשביל לחרבת קייאפה,,
 נחל יחיעם - תחילת המסלול ליד מבצר יחיעם,,
הגלבוע - מלכישוע,,
בורות לוץ לאורך סימון שבילים אדום,,
הר יונה בנצרת עילית,,
יער שחריה (יער המלכים),31.59569935,34.82991821
שמורת אודים וגם שמורת פולג,,
שמורות אודים ופולג,,
שמורת אלונים בין חוצות אלונים לפנייה לקרית טבעון,,
הר כרמל,32.8078204,34.9906527
כרמל - נחל כלח,32.7426832,35.0239552
עמק הירדן - עליון,32.9520456,35.6178549
תל יודפת והר עצמון,,
עמק ירדן - עליון,32.5644389,35.5645775
חירבת מדרס,,
יער גברעם בסמוך לסינגל גברעם,,
פתחת נחל מערות,32.67120145,34.96521596
ליד נושב נוב,32.832269,35.7831891
יער ראש העין שביל הפרחים ומסביב,32.0882859,34.9642798
שדות הבר בעמק הירדן העליון,,
שדות הבר - עמק הירדן העליון,,
נחל כסלון ונחל כרמילה,,
נחל כרמילה ונחל כסלון,,
"חניון הפיתולים, חוות הרוכבים, בית אורן",,
שמורת המוחרקה,32.61574335,35.36144042
שביל היערנים במערב הר תבור,,
סובב פסגת הר תבור,,
דרך בורמה יער אשתאול,31.9498501,34.8973747
דרך בורמה - יער אשתאול,31.9498501,34.8973747
הר אדמי מעל בקעת יבניאל,,
שביל ישראל מחורבת רקית למערת ישח,32.6540385,35.0773971
נחל גובתה עליון,33.2762584,35.7546377
בצידי הכביש ממצודת נמרוד לנבי-חזורי,,
נחל גובתה  עליון (בשביל השחור היורד מנוה אטיב),,
אזור סיבוב הקטלבים,31.5189514,34.5620728
עין כנף,32.8630791,35.7128601
נחל כנף,32.8568974,35.7062747
שלגית גדולה בעמק בולען בחרמון,,
חרמון רכבל תחתון,32.7820254,35.65318433
7771,31.7698781,34.6347461
דיווחי גן בוטני נאות קדומים,,
...אבל למה ללכלך?,32.0677411,34.7808506
פריחות בחוף הבונים,,
פוריה,32.7187697,35.5474069
נחל  ערער סוף מאי,31.7807971,35.2156708
פריחה המחנה ערער בסוף מאי,,
עמק מאן סוף מאי,32.3918515,34.931902
עדעד המדבר,,
גן מקלט שרוני,32.1734293,34.82582425
אכסף מבריק בכרמל,,
גן בוטני געש,32.2943555,34.90044706
"כרמל,  נחל אורן -אזור חניון האגם",32.7139075,34.9764741
קחוון יווני,,
גליל המערבי,32.10121785,34.81985604
בקעת הירדן 28.1.12,,
החלה  האיריסים,32.4975472,35.5000731
שמורת בני ציון 28/1/12,31.9243357,34.7840129
גבעות הכורכר נס ציונה,31.9312849,34.785557
מורדות הגלבוע,32.5412854,35.3758652
מחרוזת קשתית,30.7520323,35.1245174
רומוליאה צידונית בהר שוקף,,
פריחות בדרום עיזוז וניצנה דרך עומר,,
איריס הארגמן,32.2925161,34.9076237
שפלה,32.5914537,34.9709102
גבעת הכורכר נס ציונה,31.926475,34.785581
יער לוטם מפנה צפוני,,
דבורנית שחומה בהר איתן,,
ואדי קלט,32.11724815,34.80598579
עצי שקד ליד ביתי...,30.9886469,34.93077
גבעת חומרה ושמורת אירוס הארגמן בית חנן,,
יפה בחוץ,32.0867199,34.7818076
קרני חיטין  30.1.14,,
פריחות בשמורת להב צפון,,
שמורת בני-ציון-חרוצים 28.01.14,,
כרמל 29.1.14,32.78451,35.539128
שמורת שלולית דורה,32.6256186,34.92093528
נחל רחף,31.286381,35.3599721
חלמוניות זעירות ועוד פריחות בגולן,,
פריחות בגן המייסדים בגבעת עדה וביער אלוני יצחק,,
סתווניות ביער יתיר,,
"שביל הפיסגה הר מירון ,אחרי הגשם",,
חלמונית בגליל העליון,,
הר הנכגב,30.4550487,34.69506419
חלמוניות,32.4158122,35.4281653
כרכום,30.2860391,34.7177905
גליל התחתון,33.0139177,35.63044004
דיווח מהכרמל,,
תיקון הגדרה,,
הורוד שולט,,
""" גן איריס "" , גן בוטני",32.2943555,34.90044706
שמורת דור-הבונים 17.2.13,,
חגיגת רקפות בטל שחר,,
גביעונית הלבנון ביער בית קשת,,
מרבדי כלניות וקחוונים בחורשת טל,,
ערבה ואילת - ELV,33.0532981,35.4423299
"גן איריס , גן בוטני , כפר - יהושע",,
רצועית הגליל,,
צבעוני במיוחד,,
פריחות בגן בגעש,32.6230967,35.5634372
מאגר געש,,
שושן צחור ומשוויה בקרן ברתות,,
השושן הצחור  בנחל כזיב,,
עוד אדומים,32.16688565,34.84885445
"ים של איריס א""י",,
רקפת יוונית ואירוס הלבנון,,
סיתווניות ליד באר שבע ועומר,,
סחלב השקיק,,
איריס הארגמן כבר פורח,,
שפע כלניות אדומות,32.795975,35.089979
פריחות בנגב,,
סחלב השקיק ואיריס ארצ ישראלי בפארק איילון -קנדה,,
פריחות בקגבעותה כורכר בנס ציונה,,
רקפות ביער לביא,31.261976,35.22179
נרקיסים משכרים פורחים עוד,,
פריחות בדרום אזור עין גדי ומצדה ועוד,,
נרקיסים ליד נצרת,31.9646492,34.8310449
שפע של נרקיסים,31.5635204,34.7680435
מצפור קרן הכרמל,32.647831,35.072348
אחילוף הגליל,,
המון נרקיסים,,
יער קולה ויער שהם,,
יער ראש העין שביל הפריחה,,
פריחות בחירבת חנות,,
פריחות בנוב ובצומת דליות,,
חלמוניות בשביל,,
חלמוניות ליד אתרי-בית צפאפה,,
חזקה,31.777211,35.2289689
סתווניות וחלמוניות ברכס בשנית,,
חלמוניות בביריה,,
סיתוונית הקליפות,,
פריחות בגלבוע,,
שמורת אירוס נצרתי,32.71289915,35.33969603
מטיילי יום רביעי היו בבקעה,,
יחנוקים  בעין ירקעם,,
פריחות בתל גזר,31.851037,34.833041
פורחים ב צומת חמת גדר-דרום הגולן,,
הגליל העליון המזרחי,32.9810078,35.55600989
גביעונית הלבנון,31.8234658,35.1043502
האירוס הנצרתי בגבעת המורה,,
שושן צחור פסגת פקיעין,,
פריחות במכתש רמון והדרום ב 15.5.19,,
נזרית חופית,,
קצח השדה פורח,32.06291545,34.76950723
חגיגה ברמות מנשה,,
צלף רמון במכתש רמון 15.5.19,,
שושן צחור בשיא כרמל,31.5349543,34.5993508
פריחות בעמק הברכה גוש עציון,,
ליד המרכז  המסחרי בגוש עציון,,
פריחות בדרום  בתאריך 7 למאי,,
חצבים למרגלות הר אבנון ליד ירוחם,,
חוף המצודה באשדוד,32.0323537,34.7622241
גבעות הדרומיות של מודיעין,32.0203515,34.9412826
חבצלת החוף אשקלון,31.7033498,34.6140092
סוף הקיץ בשבילי רמת הנדי ב,32.0807373,34.7910128
טיול לפריחות חצבים,32.9847006,35.6919042
חצבים בצפון,,
חצבים,31.2547219,35.221603
גן הנדירים,31.9519899,34.82505377
חצב מצוי בתחילת ו בבית העלמין כפר גלעדי,,
פריחות בנחל עקרב,,
חולות רביבים,32.02753455,34.77839539
בן חצב החורש בעין אלון בכרמל,,
דרך נוף ניר משה וכלניות,32.56331105,34.95877408
רכס הכורכר מעיין צבי,,
תורען ובית קשת,,
נורית,32.542654,35.3560394
רקפות וכלניות בלי בר כרמל,,
אירוס הדור פריחה מרהיבה,,
אדמונית החורש,32.961134,35.4200343
שנק החורש בשמורת הר הטייסים,,
בהר הלל כבר פורחות אדמוניות ( תחילת פריחה),,
טיילת עמי על נהר הירדן,,
טיילת עמי  לאורך הירדן,32.744362,35.657243
שמורת טבע איריס הדור,33.0118477,35.56442207
סחלבים,32.6052413,35.1158524
ואדי ראש פינה,32.9760922,35.5664777
שקדיה (שקד מצוי),32.0882686,34.81209518
גם אירוסים וכלנית אחת בגלילות,,
מצפון לצהלה,,
"נרקיסים, אירוס ארץ ישראל",32.1795508,34.9409305
יער שוהם,31.98802105,34.96090136
צחנן מבאיש בפארק יקום,,
ליד מאוזוליאום מזור,32.0468437,34.94640453
ביתן אהרון,32.3676753,34.87392067
פריחות בממשית,,
פריחות בדרום,,
סתווניות בהר אדיר,,
פריחות בגולן,,
פריחות בבריכת בראון,,
פריחות בצומת גולני,,
פריחות במבוא-חמה,,
נרקיסים ראשונים ביער שוהם,,
חלמוניות בחניון להבים,,
פריחות בחוות-קיימא חוקוק,,
פריחה עשירה בתל קריות,,
"נחל יבנאל, מרץ",32.7011666,35.5239628
איריס שחום,,
להב צפון,31.39514495,34.86018076
הירדן ההררי,33.0067526,35.6266121
המשך דיווח פריחות גלבוע ומלכישוע,,
גלבוע ובמלכישוע,,
שמורת להב (צפון),31.39514495,34.86018076
כרמל השבוע,,
אחילוף הגליל פורח,32.9808696,35.5561903
חלמונית זעירה בגבעת עדה,,
חלמוניות במעלה רחבעם,,
חלמונות פורחות,,
חלמונית גדולה ליד חרבת סנסן,,
מצוק הררבעים,,
נרקיס מצוי כבר פורח בכרמל,,
חלמוניות ביער להב 5.11.2014,,
חלמוניות בגבעות גורל,32.7837068,35.5225019
רקפות בכרמל,,
סחלב איטלקי פורח גם בכרמל,,
אירוסים ועוד בנגב,,
אדומים,31.8029582,35.2523287
יחנוק מדבר,30.9308082,35.0660915
געש,32.2288879,34.8234798
איריס שחום למרגלות תל ערד,,
מעוג מנוקד פורח,32.0889151,34.8864157
חצב גלוני,,
חצב גלוני כבר פורח,,
חצבים במחלף בית קמה,,
החצבים החלה,,
ליבן משולש פורח ונושא פרי גדת הקישון 06.08.21,,
פריחות בצפון סביב הירדן,,
נחל עדה ואחו בנימינה,32.5255892,34.9483472
פיטולקה אמריקאית גל שלישי בבקעת כנרות,,
פריחות וצבים בחוף גדור,,
נופר צהוב,32.1239826,34.9071227
חלמוניות ברכס בוקר,30.9097767,34.7590866
סיתונית התשבץ וחלמוניות ברכס בשנית,,
חלמוניות סלהבים,,
סתונית ירושלים,,
חלמוניות בשמורת החלמוניות ליד ירוחם,,
אחילוף החורן,32.87907565,35.82242683
חלמוניות וסתווניות היורה בנחל קטלב 1.11.22,,
דוגון ירושלמי ברמת הנדיב,,
סטף - סתוונית היורה ובן חצב סתווני,,
פריחות בבוקעתה,,
פריחות בברטאה,,
פריחות בבית היערן בכרמל,,
"צמח חדש לישראל-Soliva sessilis (""סוליבה יושבת"")",,
פאיחות בעמק חפר,32.4031792,34.8975207
פריחות בחוף נחושלים,,
פריחות בחוף נחשולים לכיוון צפון,,
פריחות בבית היערן כרמל,,
פריחות על שפת הים בחוף דור,,
פריחות בכשניה,,
איריס הביצות בשיא פריחה,,
מים ופריחות בגולן (היינו וראינו),,
פריחה ליד מאגר בנטל,,
"גן בוטני , כפר - יהושע",,
בן חורש גדול,31.8003241,35.2159715
תל בית שמש וחבל עדולם...,,
החלה  איריס הארגמן,32.2925161,34.9076237
17 מסלולי פריחה להורדה,,
רקפת יוונית ואירוס לבנון בג'ובה הגדולה,,
תל שוכה  תורמוסים,31.6822295,34.9737026
פריחות במאגר בנטל,,
פריחות בצומת מורשת,,
פריחות ביער  בית קשת,,
בריכת צרטה,32.0172482,34.96805985
שיא  שקדיות,,
פריחות בהר אחים,31.264097,34.769941
פריחות ביער אודם,32.076148,34.7856438
פריחות במצפה נטופה,,
צבעונים רקפות וכלניות בגבעת הכורכר של מעגן מיכאל,,
פריחות בתל סכה,,
צבעונים ביער חורשים,31.0810301,35.0368564
נחל יגור פורח,32.7414163,35.0765449
גלבוע 27 בפברואר,32.8138131,35.0769243
בורות לוץ ובנחל אליאב,,
סחלב פרפרני - להב צפון,,
פריחות באחו דלתון,,
פריחות בנחל דימונה,,
רקפות,32.8629728,35.7405859
פריחות ועוד גליל תחתון מזרחי חלביב רותמי,,
נרקיס מצוי,31.9488558,34.8187717
סתווניות בעמק האלה,,
נחל חלילים - 07-12-2019,,
פריחות בכרמל,,
סיתווניות בהמוניהן,,
פאחחות בצפון 27.11.19,,
מרבדי כלניות,31.9488361,34.8267804
פריחות ברמת הגולן,32.8428714,35.6680849
דיווחים מהבקעה,,
אתרי  כלניות,,
עיר אלוני יצחק,32.5106111,35.003597
פריחות וצמחים בליפתא,,
אירוס ארץ ישראלי,32.102116,34.79601405
גבעת התיתורה מודיעין,31.90264415,35.02060004
המוני חצבים,,
חצבים בתל יודפת.. לא ראינו אף אחד,,
שום סתווי החל לפרוח,,
נענעת הכדורים וערבז משובל,,
פריחות בחוף גדור,,
פריחות באחו נב,32.9130121,35.2713722
אירוס הגלבוע ותורמוסים בחמדת,,
אירוס הארגמן במדבר,31.9335097,34.7522122
צבעונים וסחלבים בחוף הבונים,,
תורמוסים בנחל תבורה,,
"פריחות בגן של אתי בנתיה הל""ה",,
בשמורת דור הבונים,32.6418611,34.9242222
מול חירבת מזין ( המשך),,
"ההר,,הנגב",31.4817587,34.5279318
לך לך למדבר,,
עריוני קצר בכפר עציון,,
פריחה ליד מאגר דלתון,,
"דיווח מסיור רות""ם 2  בנחל אביב",,
איריס הדור בצפון,32.9183881,35.2212108
פריהח בשביל המוביל משדות מושב גמזו לשבילך ישראל,,
פריחותפריחות,,
איריס הנגב,31.1964503,34.4691741
פרגה,31.908788,34.7915985
חוף הגליל המערבי,33.0108471,35.4386655
חולות צפון תל-אביב.,32.1123577,34.80501287
"נחל אורן והר עורקן, 7.3.17",,
אירוס נצרתי גבעת המורה פריחה נאה,,
אירוס הגלבוע במלכישוע,32.4327778,35.4175
שלה ית דביקה,31.210551,34.292715
שנק החורש בהר טייסים,,
אירוס השומרון,32.2643721,34.8810194
31.3.2021 גינת האחו הפורח באר יעקב,,
גם דמסון כוכבני מככב כעת בגולן,,
